"site"	"DATE"	"GPP_f"	"Reco"	"pot_rad"	"SWIN_1_1_1"	"VPD.x"	"air_p_mean"	"P_RAIN_1_1_1"	"TA_1_1_1"	"TS_1_1_1"	"TS_2_1_1"	"TS_3_1_1"	"WTH"	"LE_f"	"NEE_uStar_f"	"FCH4_gf_RF"	"FCH4"
"Hogg"	"2021-05-20 00:30:00"	-0.274565179007608	1.51417482099239	0	-3.51204	610.37	95113.1	0	9.827	9.34300000000002	8.86600000000004	9.08000000000004	NA	14.2478	1.78874	-0.001965	-0.001965
"Hogg"	"2021-05-20 01:00:00"	-0.578233644238509	1.47791635576149	0	-2.6629	567.731	95120.9	0	9.25800000000004	8.66300000000001	8.22800000000001	8.49600000000004	NA	15.4402	2.05615	0.000784707	0.000784707
"Hogg"	"2021-05-20 01:30:00"	0.275801027633076	1.45657102763308	0	-2.57868	371.425	95159.5	0	8.92200000000003	8.613	8.363	8.48200000000003	NA	-6.16539	1.18077	0.00183674	0.00183674
"Hogg"	"2021-05-20 02:00:00"	0.594211239215154	1.39782723921515	0	-2.28583	268.276	95179.9	0	7.99299999999999	7.81700000000001	7.64000000000004	7.71300000000002	NA	7.49579526315789	0.803616	0.00230865	0.00230865
"Hogg"	"2021-05-20 02:30:00"	0.424751362378575	1.35729636237858	0	-1.71105	294.044	95212.5	0	7.34800000000001	7.27300000000002	7.178	7.20300000000003	NA	13.0695	0.932545	0.00739686	0.00739686
"Hogg"	"2021-05-20 03:00:00"	0.540515063448684	1.32229006344868	0	-1.68701	236.237	95244.6	0	6.78800000000001	6.678	6.57800000000003	6.63	NA	9.08922	0.781775	0.00579657	0.00579657
"Hogg"	"2021-05-20 03:30:00"	0.688211391105636	1.30584939110564	0	-0.923696	226.335	95258.4	0	6.524	6.49400000000003	6.46600000000001	6.488	NA	8.53738	0.617638	0.00934377	0.00934377
"Hogg"	"2021-05-20 04:00:00"	0.342513178241739	1.29081517824174	0	-1.71354	216.397	95270.4	0	6.28200000000004	6.13500000000005	6.01900000000001	6.08800000000002	NA	12.4061	0.948302	0.00542956	0.00542956
"Hogg"	"2021-05-20 04:30:00"	0.31910078665519	1.26845478665519	0	-1.80534	222.736	95304.9	0	5.92100000000005	5.76600000000002	5.65900000000005	5.71100000000001	NA	13.1779	0.949354	0.0061565	0.0061565
"Hogg"	"2021-05-20 05:00:00"	0.239666190922828	1.24420619092283	0	-1.67911	216.379	95325.9	0	5.52800000000002	5.32900000000001	5.21500000000003	5.291	NA	13.7251	1.00454	0.00905779	0.00905779
"Hogg"	"2021-05-20 05:30:00"	0.470430614401867	1.23786761440187	87.458692213486	-0.81198	212.693	95339	0	5.42500000000001	5.34200000000004	5.31400000000002	5.351	NA	11.3506	0.767437	0.00656171	0.00656171
"Hogg"	"2021-05-20 06:00:00"	-1.21945668341556	1.22662331658444	195.317256193708	-0.551472	207.984	95356.3	0	5.24200000000002	5.21000000000004	5.12	5.048	NA	19.009	2.44608	0.000216700718175	NA
"Hogg"	"2021-05-20 06:30:00"	0.462221575055861	1.2002922114195	292.205298821277	1.13371	161.136	95406.2	0	4.81200000000001	4.49000000000001	3.947	3.87600000000003	NA	31.2469	0.746860441860465	-0.00312832169016667	NA
"Hogg"	"2021-05-20 07:00:00"	0.455484786350005	1.18534759027157	403.868700963238	9.85501	147.327	95410.7	0	4.56700000000001	4.30600000000004	3.91000000000003	3.97500000000002	NA	15.4457164909091	0.73725788	-0.00545256083664166	NA
"Hogg"	"2021-05-20 07:30:00"	-0.916826253135166	1.15607374686483	500.756743590806	17.9646	142.316	95404.8	0	4.08500000000004	3.99400000000003	3.80100000000004	3.91200000000003	NA	31.2288	2.0729	-0.00938505	-0.00938505
"Hogg"	"2021-05-20 08:00:00"	0.494049484491339	1.15020348449134	608.615307571028	28.7792	143.574	95415.4	0	3.988	4.012	3.93600000000004	3.97900000000004	NA	20.3096	0.656154	-0.0168707	-0.0168707
"Hogg"	"2021-05-20 08:30:00"	0.724782043244072	1.14754304324407	698.900590208589	41.0796	143.497	95371.7	0	3.94400000000002	4.09900000000005	4.13100000000003	4.06200000000001	NA	21.4311	0.422761	-0.0085244	-0.0085244
"Hogg"	"2021-05-20 09:00:00"	1.03535604421623	1.14699904421623	795.603933136525	69.1891	151.514	95383.7	0	3.935	4.255	4.43300000000005	4.24800000000005	NA	16.5069	0.111643	-0.00160944	-0.00160944
"Hogg"	"2021-05-20 09:30:00"	0.984593704902234	1.16073870490223	873.133662975812	109.518	160.802	95368.8	0	4.16200000000003	4.69200000000001	5.02700000000004	4.75800000000004	NA	17.2125	0.176145	-0.00118434	-0.00118434
"Hogg"	"2021-05-20 10:00:00"	1.88834388547153	1.15280488547153	952.091611840753	89.9504	162.601	95348	0	4.03100000000001	4.61900000000003	4.851	4.59200000000004	NA	19.3591	-0.735539	0.00234261	0.00234261
"Hogg"	"2021-05-20 10:30:00"	1.95800761705931	1.13004561705931	1011.58226591716	94.0412	156.47	95339.5	0	3.654	4.18100000000004	4.459	4.21700000000004	NA	22.9341	-0.827962	0.00437455	0.00437455
"Hogg"	"2021-05-20 11:00:00"	1.80093076431724	1.12144176431724	1067.41396698814	109.908	157.616	95347.1	0	3.51100000000002	4.12100000000004	4.41900000000004	4.18200000000002	NA	18.4977	-0.679489	0.00317661	0.00317661
"Hogg"	"2021-05-20 11:30:00"	1.47721190620147	1.12204290620147	1104.8113555393	84.0184	159.35	95354.1	0	3.52100000000002	4.10599999999999	4.34400000000005	4.16500000000002	NA	15.7621	-0.355169	-0.00245677	-0.00245677
"Hogg"	"2021-05-20 12:00:00"	1.57016372026986	1.12462872026986	1133.71197065458	79.2224	161.683	95414.2	0	3.56400000000002	4.08700000000005	4.30900000000003	4.02500000000003	NA	18.1682	-0.445535	0.000399547	0.000399547
"Hogg"	"2021-05-20 12:30:00"	1.38582464732776	1.11789664732776	1146.46752345286	76.8979	150.371	95415.1	0	3.452	3.97800000000001	4.26300000000003	4.04200000000003	NA	14.5536	-0.267928	-0.00191819	-0.00191819
"Hogg"	"2021-05-20 13:00:00"	-8.3922143022376	1.1233656977624	1146.46752345286	62.3656	165.501	95384	0	3.54300000000001	3.97700000000003	4.15800000000002	3.90700000000004	NA	31.154	9.51558	-0.00123857427310833	NA
"Hogg"	"2021-05-20 13:30:00"	0.990287249241545	1.10721812124154	1133.71197065458	95.1669	109.935	95335	0	3.274	3.49000000000001	3.36700000000002	3.23500000000001	NA	30.2155806451613	0.116930872	-0.00418048562381249	NA
"Hogg"	"2021-05-20 14:00:00"	3.88819551697445	1.10967551697445	1104.8113555393	99.3695	116.94	95309.6	0	3.315	3.59700000000004	3.59500000000003	3.56200000000001	NA	51.8913	-2.77852	-0.00220289194157917	NA
"Hogg"	"2021-05-20 14:30:00"	1.07696935634579	1.10081135634579	1067.41396698814	103.652	129.048	95274.1	0	3.16700000000003	3.464	3.44200000000001	3.58500000000004	NA	39.3714	0.023842	-0.00331642184759166	NA
"Hogg"	"2021-05-20 15:00:00"	2.10880164664411	1.08880164664411	1011.58226591716	91.3997	127.02	95258.6	2e-04	2.96600000000001	3.31700000000001	3.29600000000005	3.26600000000002	NA	26.8669	-1.02	-0.00807203	-0.00807203
"Hogg"	"2021-05-20 15:30:00"	2.18426448341472	1.09429448341472	952.091611840753	171.997	142.984	95254.5	0	3.05800000000005	3.726	4.06100000000004	3.90500000000003	NA	29.511	-1.08997	0.00731938	0.00731938
"Hogg"	"2021-05-20 16:00:00"	2.13166701046	1.10811701046	873.133662975812	147.184	162.182	95251.3	0	3.28900000000004	4.03300000000002	4.43100000000004	4.19300000000004	NA	24.4193	-1.02355	-0.00703865	-0.00703865
"Hogg"	"2021-05-20 16:30:00"	2.05910302633202	1.12474902633202	795.603933136525	168.217	173.68	95248.6	0	3.56600000000003	4.45600000000002	5.07100000000003	4.69600000000003	NA	21.3701	-0.934354	0.00606769	0.00606769
"Hogg"	"2021-05-20 17:00:00"	1.73489637726632	1.14621337726632	698.900590208589	124.119	185.123	95271.7	0	3.92200000000003	4.726	5.19500000000005	4.87100000000004	NA	18.0675	-0.588683	0.00356543	0.00356543
"Hogg"	"2021-05-20 17:30:00"	1.27555764952257	1.15649764952257	608.615307571028	72.6675	194.078	95317.7	0	4.09200000000004	4.67700000000002	4.99400000000003	4.75900000000001	NA	16.5951	-0.11906	-0.00850336	-0.00850336
"Hogg"	"2021-05-20 18:00:00"	1.5541772444105	1.1663182444105	500.756743590806	103.651	197.264	95302.8	0	4.25400000000002	4.95800000000003	5.45800000000003	5.12600000000003	NA	16.2392	-0.387859	-0.00703351	-0.00703351
"Hogg"	"2021-05-20 18:30:00"	1.12239221380562	1.18461671380562	403.868700963238	100.843	223.854	95301	0	4.55500000000001	5.26800000000003	5.68100000000004	5.37600000000003	NA	15.4723	0.0622245	-0.00224251	-0.00224251
"Hogg"	"2021-05-20 19:00:00"	1.16644207095799	1.18882067095799	292.205298821277	42.7931	242.904	95289.8	0	4.62400000000002	4.96200000000005	5.142	5.01900000000001	NA	17.4206	0.0223786	-0.00399921	-0.00399921
"Hogg"	"2021-05-20 19:30:00"	1.12686074350014	1.18955214350014	195.317256193708	45.4217	255.515	95291.7	0	4.63600000000002	4.95400000000001	5.13100000000003	5.01400000000001	NA	16.1098	0.0626914	-0.00173204	-0.00173204
"Hogg"	"2021-05-20 20:00:00"	0.918788881188954	1.15564988118895	87.458692213486	20.5126	207.963	95308.1	0	4.07800000000003	4.41800000000001	4.48400000000004	4.37900000000002	NA	10.8813	0.236861	-0.0042315	-0.0042315
"Hogg"	"2021-05-20 20:30:00"	0.750907639216257	1.11681563921626	0	14.1651	174.511	95350.6	0	3.43400000000003	3.69500000000005	3.791	3.714	NA	9.00122	0.365908	-0.00324334	-0.00324334
"Hogg"	"2021-05-20 21:00:00"	0.737124323819823	1.10194832381982	0	7.2769	162.922	95352.9	0	3.18600000000004	3.37200000000001	3.46300000000002	3.42100000000005	NA	8.39904	0.364824	-0.00696677	-0.00696677
"Hogg"	"2021-05-20 21:30:00"	0.448315491109858	1.09710331162268	0	1.94316	161.524	95394.8	0	3.10500000000002	3.23099999999999	3.29500000000002	3.27800000000002	NA	8.56318	0.652536896103896	-0.00832452	-0.00832452
"Hogg"	"2021-05-20 22:00:00"	0.415129050229369	1.09286089233463	0	-0.0918099	159.884	95451.1	0	3.03400000000005	3.12800000000004	3.16800000000001	3.154	NA	8.39401	0.681966813333333	-0.00693025	-0.00693025
"Hogg"	"2021-05-20 22:30:00"	0.490635736981942	1.07599273698194	0	-0.283996	153.157	95423	0	2.75100000000003	2.86100000000005	2.88800000000003	2.86000000000001	NA	10.2651	0.585357	-0.0148412	-0.0148412
"Hogg"	"2021-05-20 23:00:00"	0.403029011737149	1.05925184068452	0	-1.30591	131.302	95368.1	0	2.46900000000005	2.49900000000002	2.35300000000001	2.221	NA	14.4255976746988	0.660171013333333	-0.00532562072442916	NA
"Hogg"	"2021-05-20 23:30:00"	4.44046641908074	1.10272641908074	0	-0.608566	162.857	95350.3	0	3.19900000000001	3.04700000000003	3.07800000000003	3.09200000000004	NA	24.8775	-3.33774	0.0262981	0.0262981
"Hogg"	"2021-05-21 00:00:00"	0.537392751126773	1.09782075112677	0	-0.55821	170.576	95337.8	0	3.11700000000002	3.096	3.10400000000004	3.11700000000002	NA	16.5204	0.560428	0.00998572	0.00998572
"Hogg"	"2021-05-21 00:30:00"	0.416760100623405	1.0820051006234	0	-0.547568	158.582	95351.8	0	2.85200000000003	2.83200000000005	2.84800000000001	2.85200000000003	NA	11.5329	0.665245	-0.0042005	-0.0042005
"Hogg"	"2021-05-21 01:00:00"	0.892639642708471	1.07343564270847	0	-0.11282	151.696	95381.9	0	2.70800000000003	2.81100000000004	2.858	2.83100000000002	NA	11.2244	0.180796	-0.0048145	-0.0048145
"Hogg"	"2021-05-21 01:30:00"	0.354218843211305	1.0601998432113	0	-0.532294	137.343	95341.7	0	2.48500000000001	2.59400000000005	2.61900000000003	2.548	NA	12.0627	0.705981	-0.00894556	-0.00894556
"Hogg"	"2021-05-21 02:00:00"	0.807466272764743	1.04405527276474	0	-0.383081	121.613	95310.3	0	2.21200000000005	2.31200000000001	2.35000000000002	2.31700000000001	NA	10.7837	0.236589	-0.00865177	-0.00865177
"Hogg"	"2021-05-21 02:30:00"	0.592112936368173	1.03821693636817	0	-0.115576	116.889	95284.7	0	2.113	2.21500000000003	2.26500000000004	2.26000000000005	NA	9.99432	0.446104	-0.00658592	-0.00658592
"Hogg"	"2021-05-21 03:00:00"	0.539653223849869	1.03244622384987	0	-0.392603	112.38	95272.3	0	2.01500000000004	2.084	2.11600000000004	2.12200000000001	NA	8.38128	0.492793	-0.00830392	-0.00830392
"Hogg"	"2021-05-21 03:30:00"	0.558011694470028	1.02633169447003	0	-0.449348	106.181	95241.8	0	1.911	1.95400000000001	1.98200000000003	1.995	NA	7.16098	0.46832	0.00890779	0.00890779
"Hogg"	"2021-05-21 04:00:00"	0.670815540327812	1.02568554032781	0	-0.437999	100.075	95244.4	0	1.90000000000003	1.93000000000001	1.96000000000004	1.97500000000002	NA	6.4234	0.35487	0.0101163	0.0101163
"Hogg"	"2021-05-21 04:30:00"	0.642803279886934	1.02445227988693	0	-0.421493	92.7616	95225.4	0	1.87900000000002	1.916	1.94800000000004	1.96000000000004	NA	7.71736	0.381649	0.00805278	0.00805278
"Hogg"	"2021-05-21 05:00:00"	2.72014065695072	1.01835065695072	1.19165516195085	-0.720262	82.3875	95230.2	0	1.77500000000003	1.80700000000002	1.81100000000004	1.79200000000003	NA	4.36423	-1.70179	-0.0181651	-0.0181651
"Hogg"	"2021-05-21 05:30:00"	0.267986735371904	1.01723701168769	91.3207912516009	-0.558071	78.7841	95268.7	0	1.75600000000003	1.78200000000004	1.79600000000005	1.82600000000002	NA	3.3997	0.733988135135135	-0.0169276	-0.0169276
"Hogg"	"2021-05-21 06:00:00"	0.7071702034064	1.0170612034064	198.992816053609	1.13728	81.1867	95251.7	0	1.75300000000004	1.78000000000003	1.81	1.81800000000004	NA	4.33117	0.309891	-0.00611043	-0.00611043
"Hogg"	"2021-05-21 06:30:00"	0.261929613232927	1.0165338284228	295.713292795042	0.538845	81.5033	95362.5	0	1.74400000000003	1.73900000000003	1.68100000000004	1.65700000000004	NA	3.02861	0.740075766233766	-0.000454836878395833	NA
"Hogg"	"2021-05-21 07:00:00"	0.273854068986754	1.00664485470104	407.183575369084	0.634615	56.9585	95375.4	0.0014	1.57500000000005	1.36500000000001	1.26500000000004	1.24299999999999	NA	15.6847212763158	0.715697882352941	-0.001151459715575	NA
"Hogg"	"2021-05-21 07:30:00"	0.283260218260631	0.991250664414477	503.904052110518	4.9733	36.435	95396.8	0.0072	1.31100000000004	1.14300000000003	1.197	1.18200000000002	NA	24.2519	0.683618578125	0.000784659914475	NA
"Hogg"	"2021-05-21 08:00:00"	1.80088110322589	0.993113103225893	611.576076912525	21.634	37.3922	95390.8	6e-04	1.34300000000002	1.24700000000001	1.42700000000002	1.37100000000004	NA	18.1893	-0.807768	-2.78901718208333e-05	NA
"Hogg"	"2021-05-21 08:30:00"	0.0156817320184338	1.0003392614302	701.705213002175	32.0137	49.3014	95374.9	0	1.46700000000004	1.34200000000004	1.55800000000005	1.44900000000001	NA	26.3343	0.984657529411765	-0.0032097962375625	NA
"Hogg"	"2021-05-21 09:00:00"	1.62544039240422	1.00314039240422	798.241309478325	49.3307	50.8844	95366.7	0	1.51500000000004	1.42400000000004	1.70700000000005	1.56900000000002	NA	26.1011	-0.6223	-0.001734189828915	NA
"Hogg"	"2021-05-21 09:30:00"	0.864609193401798	1.01097166708601	875.636953237122	80.3887	46.7762	95347.9	0	1.649	1.77100000000002	2.16000000000003	1.93000000000001	NA	42.6134	0.146362473684211	-0.0031245093104625	NA
"Hogg"	"2021-05-21 10:00:00"	1.57065644146721	1.00956781646721	954.458345946008	128.392	38.7938	95312.3	4e-04	1.625	1.95100000000002	2.46900000000005	2.18600000000004	NA	65.839	-0.561088625	-0.00127308807041667	NA
"Hogg"	"2021-05-21 10:30:00"	0.915341466471508	1.01911281647151	1013.84611215414	107.32	40.722	95344	0	1.78800000000001	2.13600000000002	2.63	2.31300000000005	NA	39.1763	0.10377135	-0.0011456184687875	NA
"Hogg"	"2021-05-21 11:00:00"	0.498548184873669	1.00652798487367	1069.58125344116	21.5364	31.1431	95548.1	0.0064	1.57300000000004	1.59900000000005	1.726	1.72200000000004	NA	18.0321352380952	0.5079798	0.000995202067133334	NA
"Hogg"	"2021-05-21 11:30:00"	0.492713254351374	0.99585033127445	1106.91396397446	23.2231	23.9369	95445.2	0.0042	1.39000000000004	1.47200000000004	1.68000000000001	1.61100000000005	NA	28.294	0.503137076923077	0.000101291886479167	NA
"Hogg"	"2021-05-21 12:00:00"	1.53355271937122	1.01583077819475	1135.76459606758	128.282	30.4314	95428.1	0.0026	1.73200000000003	2.221	3.05800000000005	2.78400000000005	NA	33.3653	-0.517721941176471	0.0003515692491125	NA
"Hogg"	"2021-05-21 12:30:00"	2.86643752868212	1.06399407413666	1148.49808839844	242.525	49.8943	95470.6	0	2.54900000000004	3.72400000000005	5.44300000000004	4.62400000000002	NA	84.7162	-1.80244345454545	-0.0012378536273	NA
"Hogg"	"2021-05-21 13:00:00"	2.19342802856872	1.08945802856872	1148.49808839844	202.191	66.6684	95549.9	0	2.97700000000003	4.19	5.94800000000004	5.089	NA	110.019	-1.10397	0.00364710416145	NA
"Hogg"	"2021-05-21 13:30:00"	1.28544401147803	1.06702013647803	1135.76459606758	191.493	63.1665	95569.7	0	2.60000000000002	3.02300000000002	4.09000000000003	3.733	NA	101.308	-0.218423875	0.000969364689270834	NA
"Hogg"	"2021-05-21 14:00:00"	1.50332725226402	1.07807525226402	1106.91396397446	268.996	60.314	95550	0	2.786	3.58500000000004	5.20400000000001	4.31300000000005	NA	137.172	-0.425252	-0.00339606985095833	NA
"Hogg"	"2021-05-21 14:30:00"	1.29652797379857	1.09327897379857	1069.58125344116	304.53	83.7052	95564.1	0	3.041	3.85900000000004	5.51000000000005	4.87700000000001	NA	148.713	-0.203249	-0.00275999406030833	NA
"Hogg"	"2021-05-21 15:00:00"	1.73536744275333	1.12529044275333	1013.84611215414	390.424	105.709	95574.6	0	3.57500000000005	4.71600000000001	6.68000000000001	5.99299999999999	NA	149.301	-0.610077	-0.00324467381866667	NA
"Hogg"	"2021-05-21 15:30:00"	2.72376358957742	1.14174358957742	954.458345946008	363.423	120.403	95606.8	0	3.84800000000001	4.96900000000005	6.86600000000004	6.21800000000002	NA	141.484	-1.58202	-0.00366869985784167	NA
"Hogg"	"2021-05-21 16:00:00"	2.71609362949914	1.15819362949914	875.636953237122	372.423	120.866	95614	0	4.12	5.41800000000001	7.61799999999999	6.80700000000002	NA	126.727	-1.5579	-0.00487953797611667	NA
"Hogg"	"2021-05-21 16:30:00"	2.40391596053667	1.15843596053667	798.241309478325	291.289	121.461	95649.8	0	4.12400000000002	5.35900000000004	7.26600000000002	6.46800000000002	NA	73.1366	-1.24548	-0.00515712999254167	NA
"Hogg"	"2021-05-21 17:00:00"	2.85356361948674	1.15922361948674	701.705213002175	256.706	116.669	95659.4	0	4.137	5.33300000000003	7.11100000000005	6.28800000000001	NA	61.4616	-1.69434	-0.00430959732409	NA
"Hogg"	"2021-05-21 17:30:00"	5.125875565689	1.157345565689	611.576076912525	246.42	120.299	95669.2	0	4.10599999999999	5.197	6.85900000000004	6.05400000000003	NA	62.5342	-3.96853	-0.00370996313833333	NA
"Hogg"	"2021-05-21 18:00:00"	4.4897168699	1.1605568699	503.904052110518	195.66	114.11	95717.4	0	4.15900000000005	5.31300000000005	6.75100000000003	5.904	NA	35.9592	-3.32916	-0.00368002354083333	NA
"Hogg"	"2021-05-21 18:30:00"	0.150225620604969	1.17518562060497	407.183575369084	189.285	115.226	95752	0	4.40000000000003	5.565	6.92700000000002	6.09300000000002	NA	45.7236	1.02496	-0.00127664879441042	NA
"Hogg"	"2021-05-21 19:00:00"	-0.0589649516007094	1.18382504839929	295.713292795042	174.744	140.767	95739.9	0	4.54200000000003	5.411	6.65200000000004	5.988	NA	46.8589	1.24279	-0.0026359996723	NA
"Hogg"	"2021-05-21 19:30:00"	1.48300250691657	1.17737450691657	198.992816053609	152.774	140.381	95724.5	0	4.43600000000004	5.20100000000002	6.20100000000002	5.61400000000003	NA	38.7767	-0.305628	-0.00197269632445833	NA
"Hogg"	"2021-05-21 20:00:00"	1.35216154419268	1.14893354419268	91.3207912516009	84.9393	129.53	95744.5	0	3.96700000000004	4.392	4.96700000000004	4.62900000000002	NA	25.5708	-0.203228	-0.00313837794601667	NA
"Hogg"	"2021-05-21 20:30:00"	0.996652487638504	1.1286004876385	1.19165516195085	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.348205	0.131948	-0.000513228485775001	NA
"Hogg"	"2021-05-21 21:00:00"	0.514134179188055	1.10584017918806	0	29.305	99.8102	95789.1	0	3.25100000000003	3.39400000000001	3.67500000000001	3.51900000000001	NA	9.34172	0.591706	-0.00338721913249167	NA
"Hogg"	"2021-05-21 21:30:00"	0.637897176993961	1.08283917699396	0	5.57315	100.432	95869.7	0	2.86600000000004	2.81100000000004	2.92500000000001	2.928	NA	11.7036	0.444942	-0.000273532111458334	NA
"Hogg"	"2021-05-21 22:00:00"	-1.06448933423603	1.05203066576397	0	-1.28403	59.105	95922.4	0	2.34700000000004	2.39300000000003	2.39000000000004	2.27800000000002	NA	14.0932	2.11652	0.00160177289505	NA
"Hogg"	"2021-05-21 22:30:00"	0.292258196028374	1.04340613720484	0	-0.824005	64.1655	95920.4	0	2.20100000000002	2.14700000000005	2.23700000000002	2.25900000000001	NA	15.7385022747253	0.755803166666667	-0.0021875071218375	NA
"Hogg"	"2021-05-21 23:00:00"	0.267737557406606	1.03586049993534	0	-0.315997	78.8604	95856.9	0	2.07300000000004	2.029	2.137	2.15000000000003	NA	15.9789656666667	0.755279964705882	-0.00481061226272916	NA
"Hogg"	"2021-05-21 23:30:00"	0.260247648061347	1.02409999374036	0	-0.662064	74.2293	95833.1	0	1.87300000000005	1.84800000000001	1.92600000000004	1.92400000000004	NA	15.7459153678161	0.749925835443038	-0.00270389	-0.00270389
"Hogg"	"2021-05-22 00:00:00"	0.412347428402816	1.00506742840282	0	-0.571066	47.2973	95780.1	0	1.548	1.58100000000002	1.661	1.64400000000001	NA	7.74719	0.59272	0.00393316	0.00393316
"Hogg"	"2021-05-22 00:30:00"	0.220861174185477	1.00460017418548	0	-0.262302	65.9439	95690.5	0	1.54000000000002	1.53500000000003	1.62400000000002	1.63200000000001	NA	20.5595	0.783739	0.00287969	0.00287969
"Hogg"	"2021-05-22 01:00:00"	0.623837376058358	1.00419137605836	0	-0.302052	87.6668	95738.6	0	1.53300000000002	1.47300000000001	1.56200000000001	1.58100000000002	NA	12.3032	0.380354	0.00248043	0.00248043
"Hogg"	"2021-05-22 01:30:00"	0.477375915978801	0.996199915978801	0	-0.849687	85.0429	95867.4	0	1.39600000000002	1.20300000000003	1.221	1.30400000000003	NA	6.78274	0.518824	0.000107873	0.000107873
"Hogg"	"2021-05-22 02:00:00"	0.292087617693211	0.999872617693211	0	-0.332197	80.8115	95886.7	0	1.459	1.33000000000004	1.41900000000004	1.47000000000003	NA	6.75834	0.707785	0.00187353	0.00187353
"Hogg"	"2021-05-22 02:30:00"	0.109124478140367	0.989854478140367	0	-0.6471	81.5629	95885.7	0	1.28700000000003	1.21900000000005	1.27200000000005	1.30000000000001	NA	12.021	0.88073	0.00185409	0.00185409
"Hogg"	"2021-05-22 03:00:00"	0.27522537247417	0.98346237247417	0	-0.636188	81.1674	95895.7	0	1.17700000000002	1.07900000000001	1.12400000000002	1.17200000000003	NA	8.04286	0.708237	0.00484514	0.00484514
"Hogg"	"2021-05-22 03:30:00"	0.853826859545144	0.983926859545144	0	-0.731092	74.9962	95938.1	0	1.185	0.991000000000042	1.00400000000002	1.09200000000004	NA	2.7964	0.1301	0.000658116	0.000658116
"Hogg"	"2021-05-22 04:00:00"	0.256916236633897	0.985669236633897	0	-0.299217	71.2571	95939.2	0	1.21500000000003	1.13	1.20300000000003	1.245	NA	7.33163	0.728753	0.00296459	0.00296459
"Hogg"	"2021-05-22 04:30:00"	0.419213282784244	0.982069282784244	0	-0.766285	55.646	95942.1	0	1.15300000000002	1.13600000000002	1.16900000000004	1.16900000000004	NA	6.44437	0.562856	0.00319717	0.00319717
"Hogg"	"2021-05-22 05:00:00"	0.598731712933109	0.979690712933109	5.0984715186964	-0.418574	53.3088	95938.9	0	1.11200000000002	1.07900000000001	1.14800000000002	1.17500000000001	NA	4.24841	0.380959	0.00098503	0.00098503
"Hogg"	"2021-05-22 05:30:00"	0.54756137247417	0.98346237247417	95.0742983056721	-0.292696	62.0419	95968.5	0	1.17700000000002	1.12	1.19400000000002	1.22500000000002	NA	2.66225	0.435901	0.000734255	0.000734255
"Hogg"	"2021-05-22 06:00:00"	0.283888997058315	0.983055997058315	202.563173420951	1.30028	71.9491	95988.6	0	1.17000000000002	1.15200000000004	1.25100000000003	1.262	NA	10.3656	0.699167	0.0038212	0.0038212
"Hogg"	"2021-05-22 06:30:00"	0.472509860733748	0.984739860733748	299.119129015429	6.37345	73.7494	95970.5	0	1.19900000000001	1.27100000000002	1.44100000000003	1.411	NA	10.3255	0.51223	-0.00474135	-0.00474135
"Hogg"	"2021-05-22 07:00:00"	0.319419968971171	0.986656968971171	410.399801081352	13.4755	78.1732	95992	0	1.23200000000003	1.31700000000001	1.48000000000002	1.44900000000001	NA	15.2622	0.667237	-0.0299444	-0.0299444
"Hogg"	"2021-05-22 07:30:00"	0.454847695971701	0.980154695971701	506.95575667583	24.1576	62.7402	96015.3	0	1.12	1.22500000000002	1.21100000000001	1.12100000000004	NA	17.5654810526316	0.525307	-0.0084278883476625	NA
"Hogg"	"2021-05-22 08:00:00"	0.528593205109892	0.971928276538464	614.444631791109	33.9967	48.5275	96115.7	4e-04	0.978000000000009	0.980999999999995	1.08700000000005	1.01300000000003	NA	48.2471	0.443335071428571	-0.000797118038820834	NA
"Hogg"	"2021-05-22 08:30:00"	0.304010700743993	0.988807700743993	704.420458578085	106.076	54.3457	96125.9	0	1.26900000000001	1.57400000000001	2.19600000000003	1.99400000000003	NA	57.0037	0.684797	-0.00453787714899166	NA
"Hogg"	"2021-05-22 09:00:00"	-0.206092015126331	1.00652798487367	800.792347537379	146.692	71.9418	96107	0	1.57300000000004	2.08300000000003	2.84900000000005	2.53000000000003	NA	78.1925	1.21262	-0.006494368901575	NA
"Hogg"	"2021-05-22 09:30:00"	-0.783452616367509	1.03238738363249	878.056341613404	231.739	87.6263	96098.4	0	2.01400000000001	2.75700000000001	3.77000000000004	3.38300000000004	NA	101.231	1.81584	-0.00461120432809166	NA
"Hogg"	"2021-05-22 10:00:00"	8.18236082148389	1.06174082148389	956.743659446214	259.772	113.611	96090.9	0	2.51100000000002	3.35900000000004	4.39400000000001	4.02200000000005	NA	94.8554	-7.12062	-0.00523146402241666	NA
"Hogg"	"2021-05-22 10:30:00"	1.97803151480935	1.08307751480935	1016.03040729979	249.809	132.139	96098.6	0	2.87	4.00100000000003	4.80900000000003	4.49200000000002	NA	62.4703	-0.894954	-0.00404059659234583	NA
"Hogg"	"2021-05-22 11:00:00"	2.25287450206108	1.09973450206108	1071.67074333276	325.727	140.731	96080.6	0	3.149	4.70000000000005	5.83000000000004	5.44900000000001	NA	62.976	-1.15314	-0.00392991988831666	NA
"Hogg"	"2021-05-22 11:30:00"	2.77321831596248	1.13239491596248	1108.93995107365	414.006	161.803	96120.1	0	3.69300000000004	6.142	7.91500000000002	7	NA	66.6551	-1.6408234	-0.0254246	-0.0254246
